nomes,idade,cidade,estado,cpf,cnpj,qtd_clientes_estado,media_idade,CPF_Valido_Invalido,CNPJ_Valido_Invalido,Quantidade CPF Válidos,Quantidade de CPF Inválidos,Quantidade CNPJ Válidos,Quantidade de CNPJ Inválidos,Quantidade_Clientes
nicole washington,40,AMAJARI,RR,75786958787,20958737403088,370,53.7831,True,False,10000,0,5061,4939,10000
megan bishop,59,ACEGUÁ,RS,71858145023,84332513,370,53.7831,True,True,10000,0,5061,4939,10000
john johnson,47,ABDON BATISTA,SC,73075063002,33801426567241,370,53.7831,True,False,10000,0,5061,4939,10000
cameron edwards,38,AMPARO DE SÃO FRANCISCO,SE,69382441115,59172713,370,53.7831,True,True,10000,0,5061,4939,10000
marcus reilly,34,ADAMANTINA,SP,19140656896,03144681669548,364,53.7831,True,False,10000,0,5061,4939,10000
angela gilbert,37,ABREULÂNDIA,TO,36660665935,21546413,370,53.7831,True,True,10000,0,5061,4939,10000
timothy nelson,64,ACRELÂNDIA,AC,21803526203,48329447695877,371,53.7831,True,False,10000,0,5061,4939,10000
douglas buckley,72,ÁGUA BRANCA,AL,54486250028,33787213,371,53.7831,True,True,10000,0,5061,4939,10000
jason burns,50,ALVARÃES,AM,69466146661,84374684959063,371,53.7831,True,False,10000,0,5061,4939,10000
justin turner,25,SERRA DO NAVIO,AP,28692922102,66986313,371,53.7831,True,True,10000,0,5061,4939,10000
fernando stevenson,71,ABAÍRA,BA,85950953967,05239714041365,371,53.7831,True,False,10000,0,5061,4939,10000
george whitehead,62,ABAIARA,CE,59325844672,9743913,371,53.7831,True,True,10000,0,5061,4939,10000
chelsea adams,79,Brasília,DF,96852710033,95965987033441,365,53.7831,True,False,10000,0,5061,4939,10000
matthew walker,55,AFONSO CLÁUDIO,ES,30274486253,5386213,371,53.7831,True,True,10000,0,5061,4939,10000
philip werner,30,ABADIA DE GOIÁS,GO,81979244812,84664138481850,371,53.7831,True,False,10000,0,5061,4939,10000
sheryl murphy,30,AÇAILÂNDIA,MA,86786446728,70454913,371,53.7831,True,True,10000,0,5061,4939,10000
daniel johnson,43,ABADIA DOS DOURADOS,MG,44713735523,52938050529844,340,53.7831,True,False,10000,0,5061,4939,10000
natasha rogers,50,ÁGUA CLARA,MS,36797883717,14047213,370,53.7831,True,True,10000,0,5061,4939,10000
victoria thomas,33,ACORIZAL,MT,51679536001,40772574420223,370,53.7831,True,False,10000,0,5061,4939,10000
ryan wade,76,ABAETETUBA,PA,86935571650,70522513,370,53.7831,True,True,10000,0,5061,4939,10000
claudia nguyen,30,ÁGUA BRANCA,PB,46277415298,93155013595807,370,53.7831,True,False,10000,0,5061,4939,10000
brittany jones,27,ABREU E LIMA,PE,83306920606,6497513,370,53.7831,True,True,10000,0,5061,4939,10000
lindsay parker,40,ACAUÃ,PI,22275959904,19152620527504,370,53.7831,True,False,10000,0,5061,4939,10000
maureen blankenship,53,ABATIÁ,PR,21503806332,22362713,370,53.7831,True,True,10000,0,5061,4939,10000
stephen evans,80,ANGRA DOS REIS,RJ,87938497452,07510841851708,355,53.7831,True,False,10000,0,5061,4939,10000
angela hamilton,69,ACARI,RN,56571109867,31680313,370,53.7831,True,True,10000,0,5061,4939,10000
keith grant,63,ALTA FLORESTA D'OESTE,RO,15883274005,52215252905517,370,53.7831,True,False,10000,0,5061,4939,10000
jeffrey meadows,35,AMAJARI,RR,74049777460,35026713,370,53.7831,True,True,10000,0,5061,4939,10000
nathan frazier,29,ACEGUÁ,RS,44532564263,17975811140700,370,53.7831,True,False,10000,0,5061,4939,10000
amanda lester,84,ABDON BATISTA,SC,72631338227,3929313,370,53.7831,True,True,10000,0,5061,4939,10000
steven nielsen,26,AMPARO DE SÃO FRANCISCO,SE,17901548479,20840304392900,370,53.7831,True,False,10000,0,5061,4939,10000
chad hansen,41,ADAMANTINA,SP,39735060000,39773513,364,53.7831,True,True,10000,0,5061,4939,10000
jason valencia,25,ABREULÂNDIA,TO,38039534992,17720339026717,370,53.7831,True,False,10000,0,5061,4939,10000
jane fry,52,ACRELÂNDIA,AC,82057818187,54385913,371,53.7831,True,True,10000,0,5061,4939,10000
carolyn singh,47,ÁGUA BRANCA,AL,61454703563,25061258995740,371,53.7831,True,False,10000,0,5061,4939,10000
natalie gonzalez,65,ALVARÃES,AM,93160994473,36765713,371,53.7831,True,True,10000,0,5061,4939,10000
hailey hobbs,32,SERRA DO NAVIO,AP,61902899164,47429846396939,371,53.7831,True,False,10000,0,5061,4939,10000
richard hansen,55,ABAÍRA,BA,95386867563,60612613,371,53.7831,True,True,10000,0,5061,4939,10000
jenna brennan,54,ABAIARA,CE,45675501290,26689864096242,371,53.7831,True,False,10000,0,5061,4939,10000
carmen dyer,56,Brasília,DF,98133578604,87933813,365,53.7831,True,True,10000,0,5061,4939,10000
mary torres,59,AFONSO CLÁUDIO,ES,42019421801,77138088523318,371,53.7831,True,False,10000,0,5061,4939,10000
terri white,24,ABADIA DE GOIÁS,GO,20022573968,21054613,371,53.7831,True,True,10000,0,5061,4939,10000
lisa vargas,66,AÇAILÂNDIA,MA,18253668538,61311411753026,371,53.7831,True,False,10000,0,5061,4939,10000
derek kirk,82,ABADIA DOS DOURADOS,MG,7696394614,35994413,340,53.7831,True,True,10000,0,5061,4939,10000
steven gordon,25,ÁGUA CLARA,MS,54618302852,41903213893210,370,53.7831,True,False,10000,0,5061,4939,10000
elizabeth walker,62,ACORIZAL,MT,97543258714,23297913,370,53.7831,True,True,10000,0,5061,4939,10000
carlos donovan,34,ABAETETUBA,PA,02411779950,03348564908770,370,53.7831,True,False,10000,0,5061,4939,10000
amanda walton,29,ÁGUA BRANCA,PB,82015565183,48222113,370,53.7831,True,True,10000,0,5061,4939,10000
brenda taylor,62,ABREU E LIMA,PE,85957218073,03215945379851,370,53.7831,True,False,10000,0,5061,4939,10000
heather khan,21,ACAUÃ,PI,48469116320,12162113,370,53.7831,True,True,10000,0,5061,4939,10000
cathy luna,33,ABATIÁ,PR,26790754806,33396147508154,370,53.7831,True,False,10000,0,5061,4939,10000
kayla maddox,69,ANGRA DOS REIS,RJ,51063188580,86942613,355,53.7831,True,True,10000,0,5061,4939,10000
sara bailey,74,ACARI,RN,38677147977,04677500529173,370,53.7831,True,False,10000,0,5061,4939,10000
lisa webb,45,ALTA FLORESTA D'OESTE,RO,85665066770,45645913,370,53.7831,True,True,10000,0,5061,4939,10000
jessica alvarado,65,AMAJARI,RR,79630571005,79559355469041,370,53.7831,True,False,10000,0,5061,4939,10000
james thompson,50,ACEGUÁ,RS,59643606023,35819413,370,53.7831,True,True,10000,0,5061,4939,10000
calvin sloan,31,ABDON BATISTA,SC,30122003985,77806922061335,370,53.7831,True,False,10000,0,5061,4939,10000
christopher goodman,29,AMPARO DE SÃO FRANCISCO,SE,5729190930,23997913,370,53.7831,True,True,10000,0,5061,4939,10000
kevin miller,59,ADAMANTINA,SP,13873115069,39060270401209,364,53.7831,True,False,10000,0,5061,4939,10000
jillian gibson,19,ABREULÂNDIA,TO,94217084234,66772913,370,53.7831,True,True,10000,0,5061,4939,10000
joshua lopez,83,ACRELÂNDIA,AC,71528870719,01244516597876,371,53.7831,True,False,10000,0,5061,4939,10000
ryan rios,54,ÁGUA BRANCA,AL,19896802750,81116413,371,53.7831,True,True,10000,0,5061,4939,10000
aaron frank,63,ALVARÃES,AM,24776764580,92406880969659,371,53.7831,True,False,10000,0,5061,4939,10000
andrew coleman,85,SERRA DO NAVIO,AP,63619611416,42001613,371,53.7831,True,True,10000,0,5061,4939,10000
steven jones,26,ABAÍRA,BA,25030713255,81785069857135,371,53.7831,True,False,10000,0,5061,4939,10000
james soto,56,ABAIARA,CE,93301110681,25987813,371,53.7831,True,True,10000,0,5061,4939,10000
david mccarthy,88,Brasília,DF,73535456150,98622206806128,365,53.7831,True,False,10000,0,5061,4939,10000
ronald rivas,67,AFONSO CLÁUDIO,ES,43835037803,93126613,371,53.7831,True,True,10000,0,5061,4939,10000
lauren arnold,84,ABADIA DE GOIÁS,GO,87824195589,93438657493392,371,53.7831,True,False,10000,0,5061,4939,10000
patrick colon,65,AÇAILÂNDIA,MA,7813491840,22771913,371,53.7831,True,True,10000,0,5061,4939,10000
victoria cochran,68,ABADIA DOS DOURADOS,MG,75231668818,50919255582901,340,53.7831,True,False,10000,0,5061,4939,10000
margaret carroll,34,ÁGUA CLARA,MS,17886504844,91920213,370,53.7831,True,True,10000,0,5061,4939,10000
carol gray,58,ACORIZAL,MT,85253498109,32895895294054,370,53.7831,True,False,10000,0,5061,4939,10000
frank stanton,64,ABAETETUBA,PA,37306937863,76454513,370,53.7831,True,True,10000,0,5061,4939,10000
david rodriguez,74,ÁGUA BRANCA,PB,59305030017,64798519185336,370,53.7831,True,False,10000,0,5061,4939,10000
joseph lewis,22,ABREU E LIMA,PE,58652022003,46243113,370,53.7831,True,True,10000,0,5061,4939,10000
john brown,32,ACAUÃ,PI,58212697681,24363575002776,370,53.7831,True,False,10000,0,5061,4939,10000
paula jimenez,44,ABATIÁ,PR,33994463300,34555613,370,53.7831,True,True,10000,0,5061,4939,10000
katherine eaton,80,ANGRA DOS REIS,RJ,08543931452,95550238085925,355,53.7831,True,False,10000,0,5061,4939,10000
jesse christensen,81,ACARI,RN,11897972326,28215812,370,53.7831,True,True,10000,0,5061,4939,10000
william norman,85,ALTA FLORESTA D'OESTE,RO,52286160805,98965803594972,370,53.7831,True,False,10000,0,5061,4939,10000
erica allen,18,AMAJARI,RR,49033380706,66266913,370,53.7831,True,True,10000,0,5061,4939,10000
megan lynch,39,ACEGUÁ,RS,27304951508,97841286083792,370,53.7831,True,False,10000,0,5061,4939,10000
laura cruz,73,ABDON BATISTA,SC,59256965739,99723213,370,53.7831,True,True,10000,0,5061,4939,10000
stephen curtis,43,AMPARO DE SÃO FRANCISCO,SE,10254612237,11819432161076,370,53.7831,True,False,10000,0,5061,4939,10000
steven michael,81,ADAMANTINA,SP,6419081564,11166812,364,53.7831,True,True,10000,0,5061,4939,10000
jeffrey bryant,51,ABREULÂNDIA,TO,31961908549,54705129588350,370,53.7831,True,False,10000,0,5061,4939,10000
brooke martin,39,ACRELÂNDIA,AC,79786336321,3758213,371,53.7831,True,True,10000,0,5061,4939,10000
samuel smith,62,ÁGUA BRANCA,AL,48433286005,07677120270808,371,53.7831,True,False,10000,0,5061,4939,10000
april griffin,60,ALVARÃES,AM,98165542249,59036113,371,53.7831,True,True,10000,0,5061,4939,10000
paul martin,76,SERRA DO NAVIO,AP,50064227006,03165473435109,371,53.7831,True,False,10000,0,5061,4939,10000
patricia holt,26,ABAÍRA,BA,12054422606,48196213,371,53.7831,True,True,10000,0,5061,4939,10000
david conrad,38,ABAIARA,CE,15403416820,89145282436091,371,53.7831,True,False,10000,0,5061,4939,10000
charles paul,86,Brasília,DF,25268582089,80514413,365,53.7831,True,True,10000,0,5061,4939,10000
peter zamora,34,AFONSO CLÁUDIO,ES,46336846989,50011455351722,371,53.7831,True,False,10000,0,5061,4939,10000
robert miller,52,ABADIA DE GOIÁS,GO,5153319539,93730513,371,53.7831,True,True,10000,0,5061,4939,10000
christopher crawford,78,AÇAILÂNDIA,MA,37980027469,71625000225399,371,53.7831,True,False,10000,0,5061,4939,10000
christopher ellis,45,ABADIA DOS DOURADOS,MG,31341269310,33805213,340,53.7831,True,True,10000,0,5061,4939,10000
evan owen,28,ÁGUA CLARA,MS,80740526642,09659487581064,370,53.7831,True,False,10000,0,5061,4939,10000
peter davis,49,ACORIZAL,MT,81090505655,99316313,370,53.7831,True,True,10000,0,5061,4939,10000
kevin clements,55,ABAETETUBA,PA,11389733947,41809599051777,370,53.7831,True,False,10000,0,5061,4939,10000
robert anderson,63,ÁGUA BRANCA,PB,32129153151,18837712,370,53.7831,True,True,10000,0,5061,4939,10000
jennifer davis,86,ABREU E LIMA,PE,07323994080,91891386363430,370,53.7831,True,False,10000,0,5061,4939,10000
lauren chavez,36,ACAUÃ,PI,28120427025,25087713,370,53.7831,True,True,10000,0,5061,4939,10000
sean miller,44,ABATIÁ,PR,82135397105,05169141216329,370,53.7831,True,False,10000,0,5061,4939,10000
james johnson,37,ANGRA DOS REIS,RJ,23855497516,29340413,355,53.7831,True,True,10000,0,5061,4939,10000
jennifer taylor,69,ACARI,RN,77528055131,26114991099662,370,53.7831,True,False,10000,0,5061,4939,10000
joseph jones,65,ALTA FLORESTA D'OESTE,RO,57356696800,96887312,370,53.7831,True,True,10000,0,5061,4939,10000
donna wade,51,AMAJARI,RR,34711597204,32136356770410,370,53.7831,True,False,10000,0,5061,4939,10000
kathryn wilkinson,69,ACEGUÁ,RS,69590914462,79952413,370,53.7831,True,True,10000,0,5061,4939,10000
ricky brown,27,ABDON BATISTA,SC,16945337197,37931024034150,370,53.7831,True,False,10000,0,5061,4939,10000
aaron thomas,34,AMPARO DE SÃO FRANCISCO,SE,21321280572,74822613,370,53.7831,True,True,10000,0,5061,4939,10000
erin lane,87,ADAMANTINA,SP,33726012893,89536872092443,364,53.7831,True,False,10000,0,5061,4939,10000
haley thomas,28,ABREULÂNDIA,TO,91635991986,34385613,370,53.7831,True,True,10000,0,5061,4939,10000
cory jones,83,ACRELÂNDIA,AC,02564272592,46265980803452,371,53.7831,True,False,10000,0,5061,4939,10000
paul gray,19,ÁGUA BRANCA,AL,22248009593,15260912,371,53.7831,True,True,10000,0,5061,4939,10000
blake maldonado,21,ALVARÃES,AM,38082886200,31141600458701,371,53.7831,True,False,10000,0,5061,4939,10000
michael mahoney,49,SERRA DO NAVIO,AP,80260788619,61923113,371,53.7831,True,True,10000,0,5061,4939,10000
barry smith,20,ABAÍRA,BA,98531267293,39213160717024,371,53.7831,True,False,10000,0,5061,4939,10000
joseph taylor,18,ABAIARA,CE,54668709000,87316413,371,53.7831,True,True,10000,0,5061,4939,10000
roberta holmes,44,Brasília,DF,69034496805,88648942670364,365,53.7831,True,False,10000,0,5061,4939,10000
amy tate,80,AFONSO CLÁUDIO,ES,77853010699,61556713,371,53.7831,True,True,10000,0,5061,4939,10000
ian kennedy,24,ABADIA DE GOIÁS,GO,82913049397,90140028130240,371,53.7831,True,False,10000,0,5061,4939,10000
michael rosales,50,AÇAILÂNDIA,MA,87910355033,86866813,371,53.7831,True,True,10000,0,5061,4939,10000
alicia nichols,43,ABADIA DOS DOURADOS,MG,85363244306,96891296071682,340,53.7831,True,False,10000,0,5061,4939,10000
heather riley,48,ÁGUA CLARA,MS,12716221308,96753813,370,53.7831,True,True,10000,0,5061,4939,10000
juan allen,84,ACORIZAL,MT,69188764494,70584403057722,370,53.7831,True,False,10000,0,5061,4939,10000
donald roach,32,ABAETETUBA,PA,67573744390,12603713,370,53.7831,True,True,10000,0,5061,4939,10000
jennifer sanders,65,ÁGUA BRANCA,PB,68570573979,14282561823204,370,53.7831,True,False,10000,0,5061,4939,10000
laura avery,27,ABREU E LIMA,PE,91952692156,92868213,370,53.7831,True,True,10000,0,5061,4939,10000
sophia miller,63,ACAUÃ,PI,98281501154,96025245180299,370,53.7831,True,False,10000,0,5061,4939,10000
kyle johnson,55,ABATIÁ,PR,43492071988,90559812,370,53.7831,True,True,10000,0,5061,4939,10000
tammy williams,43,ANGRA DOS REIS,RJ,24927450902,99679092009444,355,53.7831,True,False,10000,0,5061,4939,10000
rachel woods,46,ACARI,RN,14796654607,61565313,370,53.7831,True,True,10000,0,5061,4939,10000
angela padilla,63,ALTA FLORESTA D'OESTE,RO,03746384460,35203900560256,370,53.7831,True,False,10000,0,5061,4939,10000
april zamora,55,AMAJARI,RR,99843240529,86078513,370,53.7831,True,True,10000,0,5061,4939,10000
leslie velazquez,54,ACEGUÁ,RS,96817725127,05509980203360,370,53.7831,True,False,10000,0,5061,4939,10000
michael pittman,86,ABDON BATISTA,SC,99175054744,19746113,370,53.7831,True,True,10000,0,5061,4939,10000
amy moore,20,AMPARO DE SÃO FRANCISCO,SE,00861805330,87646379371171,370,53.7831,True,False,10000,0,5061,4939,10000
jeffrey williams,44,ADAMANTINA,SP,72322690210,3009513,364,53.7831,True,True,10000,0,5061,4939,10000
christine adams,42,ABREULÂNDIA,TO,41307824447,07394239971650,370,53.7831,True,False,10000,0,5061,4939,10000
kevin johnson,39,ACRELÂNDIA,AC,36256878523,85570713,371,53.7831,True,True,10000,0,5061,4939,10000
trevor tyler,74,ÁGUA BRANCA,AL,86484891052,18806164354814,371,53.7831,True,False,10000,0,5061,4939,10000
william bender,47,ALVARÃES,AM,54257960213,75696913,371,53.7831,True,True,10000,0,5061,4939,10000
regina jones,78,SERRA DO NAVIO,AP,48559394206,54104588426729,371,53.7831,True,False,10000,0,5061,4939,10000
pamela hill,29,ABAÍRA,BA,19716158033,11666813,371,53.7831,True,True,10000,0,5061,4939,10000
manuel james,60,ABAIARA,CE,33384473027,11465615437630,371,53.7831,True,False,10000,0,5061,4939,10000
kevin shelton,57,Brasília,DF,79752149146,94144213,365,53.7831,True,True,10000,0,5061,4939,10000
natalie hawkins,69,AFONSO CLÁUDIO,ES,94422817124,25919822030785,371,53.7831,True,False,10000,0,5061,4939,10000
nicole lee,45,ABADIA DE GOIÁS,GO,39446037379,265213,371,53.7831,True,True,10000,0,5061,4939,10000
jamie jackson,35,AÇAILÂNDIA,MA,20869798510,89070454607500,371,53.7831,True,False,10000,0,5061,4939,10000
jamie coleman,38,ABADIA DOS DOURADOS,MG,57658651435,21063512,340,53.7831,True,True,10000,0,5061,4939,10000
connie suarez,32,ÁGUA CLARA,MS,37729634554,63091560590757,370,53.7831,True,False,10000,0,5061,4939,10000
karen charles,50,ACORIZAL,MT,64620212849,91966813,370,53.7831,True,True,10000,0,5061,4939,10000
kimberly harrison,21,ABAETETUBA,PA,04288427550,25702895591909,370,53.7831,True,False,10000,0,5061,4939,10000
tina carroll,79,ÁGUA BRANCA,PB,11265912467,71098813,370,53.7831,True,True,10000,0,5061,4939,10000
tara cobb,81,ABREU E LIMA,PE,61829757768,43195290328311,370,53.7831,True,False,10000,0,5061,4939,10000
charles griffin,38,ACAUÃ,PI,30125084498,76426713,370,53.7831,True,True,10000,0,5061,4939,10000
jacqueline graves,72,ABATIÁ,PR,87402309029,83394320161293,370,53.7831,True,False,10000,0,5061,4939,10000
thomas thomas,87,ANGRA DOS REIS,RJ,16873091839,87186413,355,53.7831,True,True,10000,0,5061,4939,10000
mark bond,76,ACARI,RN,48018300640,06660649080046,370,53.7831,True,False,10000,0,5061,4939,10000
traci sandoval,63,ALTA FLORESTA D'OESTE,RO,84619880604,53134513,370,53.7831,True,True,10000,0,5061,4939,10000
kevin brown,86,AMAJARI,RR,53216224422,47855736763605,370,53.7831,True,False,10000,0,5061,4939,10000
alexander colon,39,ACEGUÁ,RS,74639509219,22015813,370,53.7831,True,True,10000,0,5061,4939,10000
daniel sanders,54,ABDON BATISTA,SC,92380097674,76074457217195,370,53.7831,True,False,10000,0,5061,4939,10000
mathew rodriguez,28,AMPARO DE SÃO FRANCISCO,SE,40011956909,42846213,370,53.7831,True,True,10000,0,5061,4939,10000
barbara bell,55,ADAMANTINA,SP,33636273353,90531455736130,364,53.7831,True,False,10000,0,5061,4939,10000
jessica kent,62,ABREULÂNDIA,TO,55713977722,16489513,370,53.7831,True,True,10000,0,5061,4939,10000
debra lane,69,ACRELÂNDIA,AC,33061934537,41694819460184,371,53.7831,True,False,10000,0,5061,4939,10000
robert johnston,83,ÁGUA BRANCA,AL,57454827292,45109213,371,53.7831,True,True,10000,0,5061,4939,10000
lydia williams,66,ALVARÃES,AM,26130390947,73021359863079,371,53.7831,True,False,10000,0,5061,4939,10000
ronald little,60,SERRA DO NAVIO,AP,88218593632,29064213,371,53.7831,True,True,10000,0,5061,4939,10000
stephanie young,62,ABAÍRA,BA,39974946816,95981150042304,371,53.7831,True,False,10000,0,5061,4939,10000
tara riley,48,ABAIARA,CE,59328193400,25954513,371,53.7831,True,True,10000,0,5061,4939,10000
ryan preston,36,Brasília,DF,80574046631,83368062462203,365,53.7831,True,False,10000,0,5061,4939,10000
michael christian,45,AFONSO CLÁUDIO,ES,82888979241,66064813,371,53.7831,True,True,10000,0,5061,4939,10000
april salazar,45,ABADIA DE GOIÁS,GO,77086557226,46317837696440,371,53.7831,True,False,10000,0,5061,4939,10000
james brown,31,AÇAILÂNDIA,MA,91868412890,85944213,371,53.7831,True,True,10000,0,5061,4939,10000
richard preston,45,ABADIA DOS DOURADOS,MG,02217228234,46338625036350,340,53.7831,True,False,10000,0,5061,4939,10000
steven taylor,50,ÁGUA CLARA,MS,31770473327,93912312,370,53.7831,True,True,10000,0,5061,4939,10000
james bowman,73,ACORIZAL,MT,28030144083,68944314182780,370,53.7831,True,False,10000,0,5061,4939,10000
janet wells,40,ABAETETUBA,PA,19882242090,39244413,370,53.7831,True,True,10000,0,5061,4939,10000
shirley yu,25,ÁGUA BRANCA,PB,70826748058,35537779084405,370,53.7831,True,False,10000,0,5061,4939,10000
jordan green,50,ABREU E LIMA,PE,97180199010,57691113,370,53.7831,True,True,10000,0,5061,4939,10000
matthew lewis,62,ACAUÃ,PI,33893657967,91982318708483,370,53.7831,True,False,10000,0,5061,4939,10000
ashley arnold,77,ABATIÁ,PR,73455202420,79670113,370,53.7831,True,True,10000,0,5061,4939,10000
julia stuart,88,ANGRA DOS REIS,RJ,92071769473,53437923646276,355,53.7831,True,False,10000,0,5061,4939,10000
dawn kaiser,67,ACARI,RN,4055731116,88314813,370,53.7831,True,True,10000,0,5061,4939,10000
joseph ortiz,25,ALTA FLORESTA D'OESTE,RO,41536055905,93156030760053,370,53.7831,True,False,10000,0,5061,4939,10000
kelly briggs,69,AMAJARI,RR,57810424076,37672913,370,53.7831,True,True,10000,0,5061,4939,10000
rebecca freeman,47,ACEGUÁ,RS,02536830179,56762171606507,370,53.7831,True,False,10000,0,5061,4939,10000
joe hampton,57,ABDON BATISTA,SC,81282366874,11629311,370,53.7831,True,True,10000,0,5061,4939,10000
guy smith,70,AMPARO DE SÃO FRANCISCO,SE,94433842486,60300501410950,370,53.7831,True,False,10000,0,5061,4939,10000
kyle hawkins,86,ADAMANTINA,SP,23284319840,34008913,364,53.7831,True,True,10000,0,5061,4939,10000
crystal summers,76,ABREULÂNDIA,TO,18444183750,41568456265192,370,53.7831,True,False,10000,0,5061,4939,10000
april castaneda,49,ACRELÂNDIA,AC,28534305617,328813,371,53.7831,True,True,10000,0,5061,4939,10000
eric newman,50,ÁGUA BRANCA,AL,32795773309,98786319789485,371,53.7831,True,False,10000,0,5061,4939,10000
amy dominguez,66,ALVARÃES,AM,82320642005,20597313,371,53.7831,True,True,10000,0,5061,4939,10000
wesley garcia,65,SERRA DO NAVIO,AP,50036467120,21936818078890,371,53.7831,True,False,10000,0,5061,4939,10000
rebecca flynn,22,ABAÍRA,BA,96996223695,67564513,371,53.7831,True,True,10000,0,5061,4939,10000
cameron banks,53,ABAIARA,CE,58942928242,13841869052763,371,53.7831,True,False,10000,0,5061,4939,10000
kathy gomez,65,Brasília,DF,55030780394,55610313,365,53.7831,True,True,10000,0,5061,4939,10000
eugene martin,27,AFONSO CLÁUDIO,ES,09740974031,66054064184055,371,53.7831,True,False,10000,0,5061,4939,10000
kelly navarro,64,ABADIA DE GOIÁS,GO,94954135915,560513,371,53.7831,True,True,10000,0,5061,4939,10000
johnny moore,43,AÇAILÂNDIA,MA,14097326902,44531077102918,371,53.7831,True,False,10000,0,5061,4939,10000
christopher arnold,66,ABADIA DOS DOURADOS,MG,48621356171,60449613,340,53.7831,True,True,10000,0,5061,4939,10000
andrew townsend,35,ÁGUA CLARA,MS,80153080116,69132620942682,370,53.7831,True,False,10000,0,5061,4939,10000
katie cruz,90,ACORIZAL,MT,15924299392,87653213,370,53.7831,True,True,10000,0,5061,4939,10000
christopher williams,69,ABAETETUBA,PA,58534815763,24573386248131,370,53.7831,True,False,10000,0,5061,4939,10000
maria newman,60,ÁGUA BRANCA,PB,20332076849,73898213,370,53.7831,True,True,10000,0,5061,4939,10000
william casey,58,ABREU E LIMA,PE,46772273494,36228326754880,370,53.7831,True,False,10000,0,5061,4939,10000
cynthia hughes,46,ACAUÃ,PI,45683631793,18365313,370,53.7831,True,True,10000,0,5061,4939,10000
douglas pugh,57,ABATIÁ,PR,42954392746,17621375571241,370,53.7831,True,False,10000,0,5061,4939,10000
nina robertson,85,ANGRA DOS REIS,RJ,76453719436,56867313,355,53.7831,True,True,10000,0,5061,4939,10000
herbert wood,39,ACARI,RN,58049634655,25239783954608,370,53.7831,True,False,10000,0,5061,4939,10000
matthew fry,35,ALTA FLORESTA D'OESTE,RO,71882601920,82853913,370,53.7831,True,True,10000,0,5061,4939,10000
lindsay kelly,61,AMAJARI,RR,78906058039,92364821467139,370,53.7831,True,False,10000,0,5061,4939,10000
tommy glover,88,ACEGUÁ,RS,44958719350,69656313,370,53.7831,True,True,10000,0,5061,4939,10000
ann harvey,18,ABDON BATISTA,SC,19170053189,44316272877838,370,53.7831,True,False,10000,0,5061,4939,10000
daniel king,50,AMPARO DE SÃO FRANCISCO,SE,84606294906,8483713,370,53.7831,True,True,10000,0,5061,4939,10000
katelyn garcia,29,ADAMANTINA,SP,05147394524,06530094752725,364,53.7831,True,False,10000,0,5061,4939,10000
jennifer lam,85,ABREULÂNDIA,TO,73708348591,89580313,370,53.7831,True,True,10000,0,5061,4939,10000
mitchell greene,46,ACRELÂNDIA,AC,67387239541,70281487541295,371,53.7831,True,False,10000,0,5061,4939,10000
edward gibbs,26,ÁGUA BRANCA,AL,79199540371,28759313,371,53.7831,True,True,10000,0,5061,4939,10000
mary myers,57,ALVARÃES,AM,52748331877,99851815858693,371,53.7831,True,False,10000,0,5061,4939,10000
joshua le,42,SERRA DO NAVIO,AP,69286114486,50140312,371,53.7831,True,True,10000,0,5061,4939,10000
rebecca jones,26,ABAÍRA,BA,39448362781,43873799050580,371,53.7831,True,False,10000,0,5061,4939,10000
nicole rivera,49,ABAIARA,CE,59278870153,89947613,371,53.7831,True,True,10000,0,5061,4939,10000
amanda rose,67,Brasília,DF,27071524394,73987173761233,365,53.7831,True,False,10000,0,5061,4939,10000
deborah adams,26,AFONSO CLÁUDIO,ES,77698605205,57882813,371,53.7831,True,True,10000,0,5061,4939,10000
shelley landry,81,ABADIA DE GOIÁS,GO,80440921023,43915489752268,371,53.7831,True,False,10000,0,5061,4939,10000
david miller,42,AÇAILÂNDIA,MA,10779085124,62975113,371,53.7831,True,True,10000,0,5061,4939,10000
jacqueline becker,22,ABADIA DOS DOURADOS,MG,68592809720,34945906612309,340,53.7831,True,False,10000,0,5061,4939,10000
deborah hayes,55,ÁGUA CLARA,MS,48667760722,66705113,370,53.7831,True,True,10000,0,5061,4939,10000
kenneth whitney,83,ACORIZAL,MT,41424897556,55441064546007,370,53.7831,True,False,10000,0,5061,4939,10000
mackenzie aguilar,46,ABAETETUBA,PA,78938546934,75994213,370,53.7831,True,True,10000,0,5061,4939,10000
brandi brown,57,ÁGUA BRANCA,PB,72442817730,28092688168625,370,53.7831,True,False,10000,0,5061,4939,10000
christina rivera,44,ABREU E LIMA,PE,21831712199,50907413,370,53.7831,True,True,10000,0,5061,4939,10000
jason johnson,22,ACAUÃ,PI,18989968739,62318343251744,370,53.7831,True,False,10000,0,5061,4939,10000
samuel vargas,25,ABATIÁ,PR,89531858233,22209713,370,53.7831,True,True,10000,0,5061,4939,10000
tiffany lopez,35,ANGRA DOS REIS,RJ,57370184749,35398417595906,355,53.7831,True,False,10000,0,5061,4939,10000
richard hanson,57,ACARI,RN,67338358869,97981312,370,53.7831,True,True,10000,0,5061,4939,10000
teresa thornton,21,ALTA FLORESTA D'OESTE,RO,76174376095,87976564913547,370,53.7831,True,False,10000,0,5061,4939,10000
margaret gonzalez,26,AMAJARI,RR,15840714941,21276413,370,53.7831,True,True,10000,0,5061,4939,10000
